key,stock_id,T+n,date,close,
20240301-4303,4303,-8,2024/2/19,32,9.97%
20240301-4303,4303,-7,2024/2/20,30.2,-5.63%
20240301-4303,4303,-6,2024/2/21,29.5,-2.32%
20240301-4303,4303,-5,2024/2/22,32.45,10.00%
20240301-4303,4303,-4,2024/2/23,35.65,9.86%
20240301-4303,4303,-3,2024/2/26,39.2,9.96%
20240301-4303,4303,-2,2024/2/27,42.05,7.27%
20240301-4303,4303,-1,2024/2/29,46.25,9.99%
20240301-4303,4303,1,2024/3/4,50.6,
20240301-4303,4303,2,2024/3/5,55.6,
20240301-4303,4303,3,2024/3/6,61.1,
20240301-4303,4303,4,2024/3/7,55,
20240301-4303,4303,5,2024/3/8,49.5,
20240301-4303,4303,6,2024/3/11,48.5,
20240301-4303,4303,7,2024/3/12,43.65,
20240301-4303,4303,8,2024/3/13,39.3,
20240301-4303,4303,9,2024/3/14,42.5,
20240301-4303,4303,10,2024/3/15,42.9,
20240304-3363,3363,0,2024/3/4,122.49,
20240304-3363,3363,-20,2024/1/24,72,-41.22%
20240304-3363,3363,-19,2024/1/25,69.91,-2.90%
20240304-3363,3363,-18,2024/1/26,69.61,-0.43%
20240304-3363,3363,-17,2024/1/29,73.1,5.01%
20240304-3363,3363,-16,2024/1/30,71.8,-1.78%
20240304-3363,3363,-15,2024/1/31,72.6,1.11%
20240304-3363,3363,-14,2024/2/1,77.58,6.86%
20240304-3363,3363,-13,2024/2/2,76.98,-0.77%
20240304-3363,3363,-12,2024/2/5,77.08,0.13%
20240304-3363,3363,-11,2024/2/15,78.07,1.28%
20240304-3363,3363,-10,2024/2/16,85.84,9.95%
20240304-3363,3363,-9,2024/2/19,89.53,4.30%
20240304-3363,3363,-8,2024/2/20,88.23,-1.45%
20240304-3363,3363,-7,2024/2/21,91.82,4.07%
20240304-3363,3363,-6,2024/2/22,91.42,-0.44%
20240304-3363,3363,-5,2024/2/23,100.08,9.47%
20240304-3363,3363,-4,2024/2/26,110.04,9.95%
20240304-3363,3363,-3,2024/2/27,121,9.96%
20240304-3363,3363,-2,2024/2/29,120.5,-0.41%
20240304-3363,3363,-1,2024/3/1,120,-0.41%
20240304-3363,3363,1,2024/3/5,125.48,
20240304-3363,3363,2,2024/3/6,124.98,
20240304-3363,3363,3,2024/3/7,123.49,
20240304-3363,3363,4,2024/3/8,120,
20240304-3363,3363,5,2024/3/11,121.5,
20240304-3363,3363,6,2024/3/12,133.5,
20240304-3363,3363,7,2024/3/13,125,
20240304-3363,3363,8,2024/3/14,116.5,
20240304-3363,3363,9,2024/3/15,118,
20240304-3363,3363,10,2024/3/18,126,
20240305-1725,1725,0,2024/3/5,38,
20240305-1725,1725,-20,2024/1/25,20.85,-45.13%
20240305-1725,1725,-19,2024/1/26,20.95,0.48%
20240305-1725,1725,-18,2024/1/29,20.9,-0.24%
20240305-1725,1725,-17,2024/1/30,21,0.48%
20240305-1725,1725,-16,2024/1/31,20.75,-1.19%
20240305-1725,1725,-15,2024/2/1,21.25,2.41%
20240305-1725,1725,-14,2024/2/2,21.4,0.71%
20240305-1725,1725,-13,2024/2/5,20.75,-3.04%
20240305-1725,1725,-12,2024/2/15,20.95,0.96%
20240305-1725,1725,-11,2024/2/16,21.2,1.19%
20240305-1725,1725,-10,2024/2/19,21.5,1.42%
20240305-1725,1725,-9,2024/2/20,21.65,0.70%
20240305-1725,1725,-8,2024/2/21,21.65,0.00%
20240305-1725,1725,-7,2024/2/22,21.7,0.23%
20240305-1725,1725,-6,2024/2/23,21.5,-0.92%
20240305-1725,1725,-5,2024/2/26,23.65,10.00%
20240305-1725,1725,-4,2024/2/27,26,9.94%
20240305-1725,1725,-3,2024/2/29,28.6,10.00%
20240305-1725,1725,-2,2024/3/1,31.45,9.97%
20240305-1725,1725,-1,2024/3/4,34.55,9.86%
20240305-1725,1725,1,2024/3/6,41.6,
20240305-1725,1725,2,2024/3/7,37.45,
20240305-1725,1725,3,2024/3/8,33.75,
20240305-1725,1725,4,2024/3/11,33.05,
20240305-1725,1725,5,2024/3/12,33.3,
20240305-1725,1725,6,2024/3/13,30.1,
20240305-1725,1725,7,2024/3/14,29.8,
20240305-1725,1725,8,2024/3/15,29.4,
20240305-1725,1725,9,2024/3/18,31.35,
20240305-1725,1725,10,2024/3/19,28.65,
20240305-6227,6227,0,2024/3/5,66.9,
20240305-6227,6227,-20,2024/1/25,41.65,-37.74%
20240305-6227,6227,-19,2024/1/26,41.7,0.12%
20240305-6227,6227,-18,2024/1/29,41.55,-0.36%
20240305-6227,6227,-17,2024/1/30,41.55,0.00%
20240305-6227,6227,-16,2024/1/31,41.4,-0.36%
20240305-6227,6227,-15,2024/2/1,41.4,0.00%
20240305-6227,6227,-14,2024/2/2,41.35,-0.12%
20240305-6227,6227,-13,2024/2/5,41,-0.85%
20240305-6227,6227,-12,2024/2/15,41.1,0.24%
20240305-6227,6227,-11,2024/2/16,40.85,-0.61%
20240305-6227,6227,-10,2024/2/19,41.15,0.73%
20240305-6227,6227,-9,2024/2/20,41.85,1.70%
20240305-6227,6227,-8,2024/2/21,44.2,5.62%
20240305-6227,6227,-7,2024/2/22,45.2,2.26%
20240305-6227,6227,-6,2024/2/23,49.7,9.96%
20240305-6227,6227,-5,2024/2/26,51.5,3.62%
20240305-6227,6227,-4,2024/2/27,50,-2.91%
20240305-6227,6227,-3,2024/2/29,54.8,9.60%
20240305-6227,6227,-2,2024/3/1,59.9,9.31%
20240305-6227,6227,-1,2024/3/4,65.8,9.85%
20240305-6227,6227,1,2024/3/6,68.4,
20240305-6227,6227,2,2024/3/7,67.2,
20240305-6227,6227,3,2024/3/8,62.9,
20240305-6227,6227,4,2024/3/11,56.7,
20240305-6227,6227,5,2024/3/12,56.7,
20240305-6227,6227,6,2024/3/13,53.2,
20240305-6227,6227,7,2024/3/14,53.5,
20240305-6227,6227,8,2024/3/15,51.3,
20240305-6227,6227,9,2024/3/18,54.2,
20240305-6227,6227,10,2024/3/19,53.1,
20240305-6535,6535,0,2024/3/5,188,
20240305-6535,6535,-20,2024/1/25,136,-27.66%
20240305-6535,6535,-19,2024/1/26,122.5,-9.93%
20240305-6535,6535,-18,2024/1/29,127.5,4.08%
20240305-6535,6535,-17,2024/1/30,132.5,3.92%
20240305-6535,6535,-16,2024/1/31,145.5,9.81%
20240305-6535,6535,-15,2024/2/1,145,-0.34%
20240305-6535,6535,-14,2024/2/2,148,2.07%
20240305-6535,6535,-13,2024/2/5,161,8.78%
20240305-6535,6535,-12,2024/2/15,158.5,-1.55%
20240305-6535,6535,-11,2024/2/16,153.5,-3.15%
20240305-6535,6535,-10,2024/2/19,150,-2.28%
20240305-6535,6535,-9,2024/2/20,145,-3.33%
20240305-6535,6535,-8,2024/2/21,133,-8.28%
20240305-6535,6535,-7,2024/2/22,134,0.75%
20240305-6535,6535,-6,2024/2/23,133.5,-0.37%
20240305-6535,6535,-5,2024/2/26,146.5,9.74%
20240305-6535,6535,-4,2024/2/27,160,9.22%
20240305-6535,6535,-3,2024/2/29,176,10.00%
20240305-6535,6535,-2,2024/3/1,178.5,1.42%
20240305-6535,6535,-1,2024/3/4,188,5.32%
20240305-6535,6535,1,2024/3/6,178,
20240305-6535,6535,2,2024/3/7,175,
20240305-6535,6535,3,2024/3/8,159,
20240305-6535,6535,4,2024/3/11,165,
20240305-6535,6535,5,2024/3/12,173,
20240305-6535,6535,6,2024/3/13,164,
20240305-6535,6535,7,2024/3/14,162,
20240305-6535,6535,8,2024/3/15,167,
20240305-6535,6535,9,2024/3/18,169,
20240305-6535,6535,10,2024/3/19,173,
20240305-6640,6640,0,2024/3/5,336.5,
20240305-6640,6640,-20,2024/1/25,164.5,-51.11%
20240305-6640,6640,-19,2024/1/26,170,3.34%
20240305-6640,6640,-18,2024/1/29,187,10.00%
20240305-6640,6640,-17,2024/1/30,187,0.00%
20240305-6640,6640,-16,2024/1/31,182.5,-2.41%
20240305-6640,6640,-15,2024/2/1,180,-1.37%
20240305-6640,6640,-14,2024/2/2,182,1.11%
20240305-6640,6640,-13,2024/2/5,180.5,-0.82%
20240305-6640,6640,-12,2024/2/15,198.5,9.97%
20240305-6640,6640,-11,2024/2/16,218,9.82%
20240305-6640,6640,-10,2024/2/19,239.5,9.86%
20240305-6640,6640,-9,2024/2/20,245,2.30%
20240305-6640,6640,-8,2024/2/21,234,-4.49%
20240305-6640,6640,-7,2024/2/22,242,3.42%
20240305-6640,6640,-6,2024/2/23,266,9.92%
20240305-6640,6640,-5,2024/2/26,292.5,9.96%
20240305-6640,6640,-4,2024/2/27,293,0.17%
20240305-6640,6640,-3,2024/2/29,301.5,2.90%
20240305-6640,6640,-2,2024/3/1,318,5.47%
20240305-6640,6640,-1,2024/3/4,349.5,9.91%
20240305-6640,6640,1,2024/3/6,361.5,
20240305-6640,6640,2,2024/3/7,352,
20240305-6640,6640,3,2024/3/8,317,
20240305-6640,6640,4,2024/3/11,294,
20240305-6640,6640,5,2024/3/12,313.5,
20240305-6640,6640,6,2024/3/13,282.5,
20240305-6640,6640,7,2024/3/14,293,
20240305-6640,6640,8,2024/3/15,293.5,
20240305-6640,6640,9,2024/3/18,322.5,
20240305-6640,6640,10,2024/3/19,346.5,
20240306-3372,3372,0,2024/3/6,23.45,
20240306-3372,3372,-20,2024/1/26,14.2,-39.45%
20240306-3372,3372,-19,2024/1/29,14.3,0.70%
20240306-3372,3372,-18,2024/1/30,14.25,-0.35%
20240306-3372,3372,-17,2024/1/31,14.35,0.70%
20240306-3372,3372,-16,2024/2/1,14.35,0.00%
20240306-3372,3372,-15,2024/2/2,14.25,-0.70%
20240306-3372,3372,-14,2024/2/5,14,-1.75%
20240306-3372,3372,-13,2024/2/15,14.7,5.00%
20240306-3372,3372,-12,2024/2/16,15.75,7.14%
20240306-3372,3372,-11,2024/2/19,16.2,2.86%
20240306-3372,3372,-10,2024/2/20,16.05,-0.93%
20240306-3372,3372,-9,2024/2/21,17.1,6.54%
20240306-3372,3372,-8,2024/2/22,16.7,-2.34%
20240306-3372,3372,-7,2024/2/23,16.25,-2.69%
20240306-3372,3372,-6,2024/2/26,16.05,-1.23%
20240306-3372,3372,-5,2024/2/27,17.65,9.97%
20240306-3372,3372,-4,2024/2/29,19.4,9.92%
20240306-3372,3372,-3,2024/3/1,21.3,9.79%
20240306-3372,3372,-2,2024/3/4,23.4,9.86%
20240306-3372,3372,-1,2024/3/5,24.4,4.27%
20240306-3372,3372,1,2024/3/7,22.7,
20240306-3372,3372,2,2024/3/8,20.7,
20240306-3372,3372,3,2024/3/11,20.55,
20240306-3372,3372,4,2024/3/12,21.4,
20240306-3372,3372,5,2024/3/13,19.7,
20240306-3372,3372,6,2024/3/14,19.9,
20240306-3372,3372,7,2024/3/15,18.5,
20240306-3372,3372,8,2024/3/18,20.35,
20240306-3372,3372,9,2024/3/19,20.7,
20240306-3372,3372,10,2024/3/20,19.35,
20240306-4303,4303,0,2024/3/6,61.1,
20240306-4303,4303,-20,2024/1/26,21,-65.63%
20240306-4303,4303,-19,2024/1/29,22.2,5.71%
20240306-4303,4303,-18,2024/1/30,24.4,9.91%
20240306-4303,4303,-17,2024/1/31,25.2,3.28%
20240306-4303,4303,-16,2024/2/1,27.7,9.92%
20240306-4303,4303,-15,2024/2/2,28.95,4.51%
20240306-4303,4303,-14,2024/2/5,29.85,3.11%
20240306-4303,4303,-13,2024/2/15,26.95,-9.72%
20240306-4303,4303,-12,2024/2/16,29.1,7.98%
20240306-4303,4303,-11,2024/2/19,32,9.97%
20240306-4303,4303,-10,2024/2/20,30.2,-5.63%
20240306-4303,4303,-9,2024/2/21,29.5,-2.32%
20240306-4303,4303,-8,2024/2/22,32.45,10.00%
20240306-4303,4303,-7,2024/2/23,35.65,9.86%
20240306-4303,4303,-6,2024/2/26,39.2,9.96%
20240306-4303,4303,-5,2024/2/27,42.05,7.27%
20240306-4303,4303,-4,2024/2/29,46.25,9.99%
20240306-4303,4303,-3,2024/3/1,46,-0.54%
20240306-4303,4303,-2,2024/3/4,50.6,10.00%
20240306-4303,4303,-1,2024/3/5,55.6,9.88%
20240306-4303,4303,1,2024/3/7,55,
20240306-4303,4303,2,2024/3/8,49.5,
20240306-4303,4303,3,2024/3/11,48.5,
20240306-4303,4303,4,2024/3/12,43.65,
20240306-4303,4303,5,2024/3/13,39.3,
20240306-4303,4303,6,2024/3/14,42.5,
20240306-4303,4303,7,2024/3/15,42.9,
20240306-4303,4303,8,2024/3/18,44.9,
20240306-4303,4303,9,2024/3/19,43,
20240306-4303,4303,10,2024/3/20,44.75,
20240306-5314,5314,0,2024/3/6,250,
20240306-5314,5314,-20,2024/1/26,147,-41.20%
20240306-5314,5314,-19,2024/1/29,160,8.84%
20240306-5314,5314,-18,2024/1/30,152,-5.00%
20240306-5314,5314,-17,2024/1/31,167,9.87%
20240306-5314,5314,-16,2024/2/1,183.5,9.88%
20240306-5314,5314,-15,2024/2/2,201.5,9.81%
20240306-5314,5314,-14,2024/2/5,181.5,-9.93%
20240306-5314,5314,-13,2024/2/15,179.5,-1.10%
20240306-5314,5314,-12,2024/2/16,181,0.84%
20240306-5314,5314,-11,2024/2/19,199,9.94%
20240306-5314,5314,-10,2024/2/20,197.5,-0.75%
20240306-5314,5314,-9,2024/2/21,187,-5.32%
20240306-5314,5314,-8,2024/2/22,168.5,-9.89%
20240306-5314,5314,-7,2024/2/23,168,-0.30%
20240306-5314,5314,-6,2024/2/26,172,2.38%
20240306-5314,5314,-5,2024/2/27,178,3.49%
20240306-5314,5314,-4,2024/2/29,195.5,9.83%
20240306-5314,5314,-3,2024/3/1,215,9.97%
20240306-5314,5314,-2,2024/3/4,236.5,10.00%
20240306-5314,5314,-1,2024/3/5,260,9.94%
20240306-5314,5314,1,2024/3/7,236,
20240306-5314,5314,2,2024/3/8,238,
20240306-5314,5314,3,2024/3/11,226,
20240306-5314,5314,4,2024/3/12,237,
20240306-5314,5314,5,2024/3/13,241,
20240306-5314,5314,6,2024/3/14,256.5,
20240306-5314,5314,7,2024/3/15,278,
20240306-5314,5314,8,2024/3/18,305.5,
20240306-5314,5314,9,2024/3/19,303,
20240306-5314,5314,10,2024/3/20,290,
20240306-8092,8092,0,2024/3/6,31.6,
20240306-8092,8092,-20,2024/1/26,14.25,-54.91%
20240306-8092,8092,-19,2024/1/29,14.3,0.35%
20240306-8092,8092,-18,2024/1/30,14.05,-1.75%
20240306-8092,8092,-17,2024/1/31,14.1,0.36%
20240306-8092,8092,-16,2024/2/1,14.2,0.71%
20240306-8092,8092,-15,2024/2/2,14,-1.41%
20240306-8092,8092,-14,2024/2/5,14.2,1.43%
20240306-8092,8092,-13,2024/2/15,14.45,1.76%
20240306-8092,8092,-12,2024/2/16,14.2,-1.73%
20240306-8092,8092,-11,2024/2/19,15.6,9.86%
20240306-8092,8092,-10,2024/2/20,17.15,9.94%
20240306-8092,8092,-9,2024/2/21,18,4.96%
20240306-8092,8092,-8,2024/2/22,18.75,4.17%
20240306-8092,8092,-7,2024/2/23,19.1,1.87%
20240306-8092,8092,-6,2024/2/26,21,9.95%
20240306-8092,8092,-5,2024/2/27,22.6,7.62%
20240306-8092,8092,-4,2024/2/29,24.55,8.63%
20240306-8092,8092,-3,2024/3/1,23.95,-2.44%
20240306-8092,8092,-2,2024/3/4,26.15,9.19%
20240306-8092,8092,-1,2024/3/5,28.75,9.94%
20240306-8092,8092,1,2024/3/7,28.95,
20240306-8092,8092,2,2024/3/8,26.1,
20240306-8092,8092,3,2024/3/11,25.4,
20240306-8092,8092,4,2024/3/12,25.5,
20240306-8092,8092,5,2024/3/13,24.7,
20240306-8092,8092,6,2024/3/14,24.7,
20240306-8092,8092,7,2024/3/15,25.85,
20240306-8092,8092,8,2024/3/18,25.55,
20240306-8092,8092,9,2024/3/19,26.05,
20240306-8092,8092,10,2024/3/20,26.3,
20240307-3376,3376,0,2024/3/7,220,
20240307-3376,3376,-20,2024/1/29,145,-34.09%
20240307-3376,3376,-19,2024/1/30,141,-2.76%
20240307-3376,3376,-18,2024/1/31,149,5.67%
20240307-3376,3376,-17,2024/2/1,163.5,9.73%
20240307-3376,3376,-16,2024/2/2,174.5,6.73%
20240307-3376,3376,-15,2024/2/5,177.5,1.72%
20240307-3376,3376,-14,2024/2/15,187.5,5.63%
20240307-3376,3376,-13,2024/2/16,178.5,-4.80%
20240307-3376,3376,-12,2024/2/19,161,-9.80%
20240307-3376,3376,-11,2024/2/20,157,-2.48%
20240307-3376,3376,-10,2024/2/21,169,7.64%
20240307-3376,3376,-9,2024/2/22,169.5,0.30%
20240307-3376,3376,-8,2024/2/23,166,-2.06%
20240307-3376,3376,-7,2024/2/26,164,-1.20%
20240307-3376,3376,-6,2024/2/27,163,-0.61%
20240307-3376,3376,-5,2024/2/29,169,3.68%
20240307-3376,3376,-4,2024/3/1,185.5,9.76%
20240307-3376,3376,-3,2024/3/4,204,9.97%
20240307-3376,3376,-2,2024/3/5,224,9.80%
20240307-3376,3376,-1,2024/3/6,218.5,-2.46%
20240307-3376,3376,1,2024/3/8,198,
20240307-3376,3376,2,2024/3/11,203.5,
20240307-3376,3376,3,2024/3/12,201,
20240307-3376,3376,4,2024/3/13,193.5,
20240307-3376,3376,5,2024/3/14,199,
20240307-3376,3376,6,2024/3/15,199,
20240307-3376,3376,7,2024/3/18,206,
20240307-3376,3376,8,2024/3/19,202.5,
20240307-3376,3376,9,2024/3/20,195.5,
20240307-3376,3376,10,2024/3/21,204.5,
20240308-3013,3013,0,2024/3/8,61.9,
20240308-3013,3013,-20,2024/1/30,42.3,-31.66%
20240308-3013,3013,-19,2024/1/31,41.65,-1.54%
20240308-3013,3013,-18,2024/2/1,41.5,-0.36%
20240308-3013,3013,-17,2024/2/2,44.65,7.59%
20240308-3013,3013,-16,2024/2/5,44.3,-0.78%
20240308-3013,3013,-15,2024/2/15,47.2,6.55%
20240308-3013,3013,-14,2024/2/16,46.9,-0.64%
20240308-3013,3013,-13,2024/2/19,46.4,-1.07%
20240308-3013,3013,-12,2024/2/20,46.15,-0.54%
20240308-3013,3013,-11,2024/2/21,46.35,0.43%
20240308-3013,3013,-10,2024/2/22,47.8,3.13%
20240308-3013,3013,-9,2024/2/23,46.35,-3.03%
20240308-3013,3013,-8,2024/2/26,45.65,-1.51%
20240308-3013,3013,-7,2024/2/27,44.75,-1.97%
20240308-3013,3013,-6,2024/2/29,45.4,1.45%
20240308-3013,3013,-5,2024/3/1,49.9,9.91%
20240308-3013,3013,-4,2024/3/4,54.8,9.82%
20240308-3013,3013,-3,2024/3/5,60.2,9.85%
20240308-3013,3013,-2,2024/3/6,64.2,6.64%
20240308-3013,3013,-1,2024/3/7,64.2,0.00%
20240308-3013,3013,1,2024/3/11,61.2,
20240308-3013,3013,2,2024/3/12,59,
20240308-3013,3013,3,2024/3/13,53.1,
20240308-3013,3013,4,2024/3/14,49.1,
20240308-3013,3013,5,2024/3/15,48.2,
20240308-3013,3013,6,2024/3/18,51,
20240308-3013,3013,7,2024/3/19,51.1,
20240308-3013,3013,8,2024/3/20,49.9,
20240308-3013,3013,9,2024/3/21,53.5,
20240308-3013,3013,10,2024/3/22,56.2,
20240308-4943,4943,0,2024/3/8,26.3,
20240308-4943,4943,-20,2024/1/30,14.85,-43.54%
20240308-4943,4943,-19,2024/1/31,14.8,-0.34%
20240308-4943,4943,-18,2024/2/1,14.6,-1.35%
20240308-4943,4943,-17,2024/2/2,14.8,1.37%
20240308-4943,4943,-16,2024/2/5,15.05,1.69%
20240308-4943,4943,-15,2024/2/15,15.05,0.00%
20240308-4943,4943,-14,2024/2/16,15.05,0.00%
20240308-4943,4943,-13,2024/2/19,15.25,1.33%
20240308-4943,4943,-12,2024/2/20,15.15,-0.66%
20240308-4943,4943,-11,2024/2/21,14.95,-1.32%
20240308-4943,4943,-10,2024/2/22,15.3,2.34%
20240308-4943,4943,-9,2024/2/23,15.4,0.65%
20240308-4943,4943,-8,2024/2/26,15.5,0.65%
20240308-4943,4943,-7,2024/2/27,15.7,1.29%
20240308-4943,4943,-6,2024/2/29,15.85,0.96%
20240308-4943,4943,-5,2024/3/1,16.8,5.99%
20240308-4943,4943,-4,2024/3/4,18.45,9.82%
20240308-4943,4943,-3,2024/3/5,20.25,9.76%
20240308-4943,4943,-2,2024/3/6,22.25,9.88%
20240308-4943,4943,-1,2024/3/7,23.95,7.64%
20240308-4943,4943,1,2024/3/11,24.55,
20240308-4943,4943,2,2024/3/12,27,
20240308-4943,4943,3,2024/3/13,25,
20240308-4943,4943,4,2024/3/14,25,
20240308-4943,4943,5,2024/3/15,25.35,
20240308-4943,4943,6,2024/3/18,25.25,
20240308-4943,4943,7,2024/3/19,25.1,
20240308-4943,4943,8,2024/3/20,25,
20240308-4943,4943,9,2024/3/21,27.5,
20240308-4943,4943,10,2024/3/22,28.6,
20240308-8227,8227,0,2024/3/8,291.5,
20240308-8227,8227,-20,2024/1/30,428.5,47.00%
20240308-8227,8227,-19,2024/1/31,415,-3.15%
20240308-8227,8227,-18,2024/2/1,421,1.45%
20240308-8227,8227,-17,2024/2/2,406,-3.56%
20240308-8227,8227,-16,2024/2/5,374.5,-7.76%
20240308-8227,8227,-15,2024/2/15,372,-0.67%
20240308-8227,8227,-14,2024/2/16,371.5,-0.13%
20240308-8227,8227,-13,2024/2/19,366.5,-1.35%
20240308-8227,8227,-12,2024/2/20,368,0.41%
20240308-8227,8227,-11,2024/2/21,345,-6.25%
20240308-8227,8227,-10,2024/2/22,336,-2.61%
20240308-8227,8227,-9,2024/2/23,341,1.49%
20240308-8227,8227,-8,2024/2/26,354,3.81%
20240308-8227,8227,-7,2024/2/27,351,-0.85%
20240308-8227,8227,-6,2024/2/29,371,5.70%
20240308-8227,8227,-5,2024/3/1,395,6.47%
20240308-8227,8227,-4,2024/3/4,386.5,-2.15%
20240308-8227,8227,-3,2024/3/5,355.5,-8.02%
20240308-8227,8227,-2,2024/3/6,356,0.14%
20240308-8227,8227,-1,2024/3/7,323.5,-9.13%
20240308-8227,8227,1,2024/3/11,291.5,
20240308-8227,8227,2,2024/3/12,300,
20240308-8227,8227,3,2024/3/13,270,
20240308-8227,8227,4,2024/3/14,263,
20240308-8227,8227,5,2024/3/15,263.5,
20240308-8227,8227,6,2024/3/18,289,
20240308-8227,8227,7,2024/3/19,278.5,
20240308-8227,8227,8,2024/3/20,290,
20240308-8227,8227,9,2024/3/21,287,
20240308-8227,8227,10,2024/3/22,282,
20240311-2417,2417,0,2024/3/11,51.5,
20240311-2417,2417,-20,2024/1/31,33.65,-34.66%
20240311-2417,2417,-19,2024/2/1,33.3,-1.04%
20240311-2417,2417,-18,2024/2/2,33.7,1.20%
20240311-2417,2417,-17,2024/2/5,33,-2.08%
20240311-2417,2417,-16,2024/2/15,33.25,0.76%
20240311-2417,2417,-15,2024/2/16,34.7,4.36%
20240311-2417,2417,-14,2024/2/19,35.3,1.73%
20240311-2417,2417,-13,2024/2/20,35.1,-0.57%
20240311-2417,2417,-12,2024/2/21,35.05,-0.14%
20240311-2417,2417,-11,2024/2/22,38.55,9.99%
20240311-2417,2417,-10,2024/2/23,36.95,-4.15%
20240311-2417,2417,-9,2024/2/26,36.75,-0.54%
20240311-2417,2417,-8,2024/2/27,36.3,-1.22%
20240311-2417,2417,-7,2024/2/29,39,7.44%
20240311-2417,2417,-6,2024/3/1,39.3,0.77%
20240311-2417,2417,-5,2024/3/4,43.2,9.92%
20240311-2417,2417,-4,2024/3/5,47.5,9.95%
20240311-2417,2417,-3,2024/3/6,52.2,9.89%
20240311-2417,2417,-2,2024/3/7,52.8,1.15%
20240311-2417,2417,-1,2024/3/8,50.9,-3.60%
20240311-2417,2417,1,2024/3/12,49.7,
20240311-2417,2417,2,2024/3/13,49,
20240311-2417,2417,3,2024/3/14,49.35,
20240311-2417,2417,4,2024/3/15,46.55,
20240311-2417,2417,5,2024/3/18,47.9,
20240311-2417,2417,6,2024/3/19,47.05,
20240311-2417,2417,7,2024/3/20,45.05,
20240311-2417,2417,8,2024/3/21,47.8,
20240311-2417,2417,9,2024/3/22,50.7,
20240311-2417,2417,10,2024/3/25,51.1,
20240311-5310,5310,0,2024/3/11,35.2,
20240311-5310,5310,-20,2024/1/31,20.65,-41.34%
20240311-5310,5310,-19,2024/2/1,22.7,9.93%
20240311-5310,5310,-18,2024/2/2,24.95,9.91%
20240311-5310,5310,-17,2024/2/5,25.45,2.00%
20240311-5310,5310,-16,2024/2/15,23.75,-6.68%
20240311-5310,5310,-15,2024/2/16,26.1,9.89%
20240311-5310,5310,-14,2024/2/19,26.5,1.53%
20240311-5310,5310,-13,2024/2/20,25.9,-2.26%
20240311-5310,5310,-12,2024/2/21,25.15,-2.90%
20240311-5310,5310,-11,2024/2/22,25.1,-0.20%
20240311-5310,5310,-10,2024/2/23,25.1,0.00%
20240311-5310,5310,-9,2024/2/26,25.5,1.59%
20240311-5310,5310,-8,2024/2/27,25.2,-1.18%
20240311-5310,5310,-7,2024/2/29,25,-0.79%
20240311-5310,5310,-6,2024/3/1,26.5,6.00%
20240311-5310,5310,-5,2024/3/4,29,9.43%
20240311-5310,5310,-4,2024/3/5,30.7,5.86%
20240311-5310,5310,-3,2024/3/6,33.75,9.93%
20240311-5310,5310,-2,2024/3/7,37.1,9.93%
20240311-5310,5310,-1,2024/3/8,37,-0.27%
20240311-5310,5310,1,2024/3/12,38.7,
20240311-5310,5310,2,2024/3/13,42.1,
20240311-5310,5310,3,2024/3/14,43.8,
20240311-5310,5310,4,2024/3/15,44.7,
20240311-5310,5310,5,2024/3/18,45.5,
20240311-5310,5310,6,2024/3/19,44.55,
20240311-5310,5310,7,2024/3/20,47.55,
20240311-5310,5310,8,2024/3/21,48.95,
20240311-5310,5310,9,2024/3/22,53.4,
20240311-5310,5310,10,2024/3/25,51.5,
20240312-2404,2404,0,2024/3/12,398,
20240312-2404,2404,-20,2024/2/1,274,-31.16%
20240312-2404,2404,-19,2024/2/2,278,1.46%
20240312-2404,2404,-18,2024/2/5,280,0.72%
20240312-2404,2404,-17,2024/2/15,292,4.29%
20240312-2404,2404,-16,2024/2/16,282,-3.42%
20240312-2404,2404,-15,2024/2/19,281,-0.35%
20240312-2404,2404,-14,2024/2/20,283,0.71%
20240312-2404,2404,-13,2024/2/21,285,0.71%
20240312-2404,2404,-12,2024/2/22,288,1.05%
20240312-2404,2404,-11,2024/2/23,289,0.35%
20240312-2404,2404,-10,2024/2/26,290.5,0.52%
20240312-2404,2404,-9,2024/2/27,295,1.55%
20240312-2404,2404,-8,2024/2/29,293.5,-0.51%
20240312-2404,2404,-7,2024/3/1,297,1.19%
20240312-2404,2404,-6,2024/3/4,303.5,2.19%
20240312-2404,2404,-5,2024/3/5,309.5,1.98%
20240312-2404,2404,-4,2024/3/6,326,5.33%
20240312-2404,2404,-3,2024/3/7,358.5,9.97%
20240312-2404,2404,-2,2024/3/8,389.5,8.65%
20240312-2404,2404,-1,2024/3/11,385.5,-1.03%
20240312-2404,2404,1,2024/3/13,419.5,
20240312-2404,2404,2,2024/3/14,378,
20240312-2404,2404,3,2024/3/15,342.5,
20240312-2404,2404,4,2024/3/18,376.5,
20240312-2404,2404,5,2024/3/19,414,
20240312-2404,2404,6,2024/3/20,413,
20240312-2404,2404,7,2024/3/21,409.5,
20240312-2404,2404,8,2024/3/22,380.5,
20240312-2404,2404,9,2024/3/25,380.5,
20240312-2404,2404,10,2024/3/26,377.5,
20240313-4909,4909,0,2024/3/13,81,
20240313-4909,4909,-20,2024/2/2,43.55,-46.23%
20240313-4909,4909,-19,2024/2/5,43,-1.26%
20240313-4909,4909,-18,2024/2/15,47.3,10.00%
20240313-4909,4909,-17,2024/2/16,52,9.94%
20240313-4909,4909,-16,2024/2/19,53,1.92%
