date,stock_id,open,max,min,close,ret
2013-10-31,TAIEX,8437.76,8469.58,8424.47,8450.06,0.03378938006109711
2013-11-30,TAIEX,8374.14,8414.79,8365.32,8406.83,-0.0051159400051596915
2013-12-31,TAIEX,8636.5,8647.24,8593.75,8611.51,0.024346870342328852
2014-01-31,TAIEX,8519.48,8519.48,8442.19,8462.57,-0.01729545689431944
2014-02-28,TAIEX,8626.51,8647.9,8615.41,8639.58,0.02091681368662246
2014-03-31,TAIEX,8802.93,8849.28,8769.97,8849.28,0.024272013222865096
2014-04-30,TAIEX,8885.7,8890.09,8791.44,8791.44,-0.006536124972879143
2014-05-31,TAIEX,9130.66,9139.57,9075.91,9075.91,0.03235761149481764
2014-06-30,TAIEX,9332.44,9393.07,9327.89,9393.07,0.03494525617816824
2014-07-31,TAIEX,9436.04,9438.97,9313.87,9315.85,-0.008220954384455692
2014-08-31,TAIEX,9459.81,9470.15,9425.35,9436.27,0.012926356693162777
2014-09-30,TAIEX,8954.58,8998.83,8860.17,8966.92,-0.04973893286224329
2014-10-31,TAIEX,8909.34,8974.76,8885.21,8974.76,0.0008743247402676069
2014-11-30,TAIEX,9163.19,9201.8,9158.28,9187.15,0.023665256786810973
2014-12-31,TAIEX,9260.46,9307.26,9252.31,9307.26,0.013073695324447687
2015-01-31,TAIEX,9452.85,9466.65,9361.91,9361.91,0.0058717603247357975
2015-02-28,TAIEX,9687.48,9688.07,9610.59,9622.1,0.027792405609539106
2015-03-31,TAIEX,9568.38,9594.75,9527.87,9586.44,-0.0037060516934972476
2015-04-30,TAIEX,9841.15,9894.9,9820.05,9820.05,0.024368795924242903
2015-05-31,TAIEX,9727.59,9747.27,9693.0,9701.07,-0.01211602792246469
2015-06-30,TAIEX,9223.27,9323.02,9204.45,9323.02,-0.03896992805948207
2015-07-31,TAIEX,8670.92,8676.29,8591.37,8665.34,-0.07054366503557863
2015-08-31,TAIEX,8026.62,8174.92,7961.77,8174.92,-0.05659558655517272
2015-09-30,TAIEX,8097.15,8181.24,8059.68,8181.24,0.0007730962504830519
2015-10-31,TAIEX,8578.25,8586.9,8503.69,8554.31,0.045600666891571384
2015-11-30,TAIEX,8339.83,8339.83,8239.0,8320.61,-0.027319561718010976
2015-12-31,TAIEX,8273.77,8338.06,8258.73,8338.06,0.002097202008025656
2016-01-31,TAIEX,8107.23,8149.5,8106.63,8145.21,-0.023128881298527415
2016-02-29,TAIEX,8380.53,8432.74,8347.8,8411.16,0.03265109186871795
2016-03-31,TAIEX,8757.22,8803.91,8695.08,8744.83,0.039669914732331835
2016-04-30,TAIEX,8424.04,8424.04,8352.23,8377.9,-0.04195964930135865
2016-05-31,TAIEX,8532.21,8545.73,8488.9,8535.59,0.018822139199560883
2016-06-30,TAIEX,8615.46,8666.58,8583.77,8666.58,0.015346332239482008
2016-07-31,TAIEX,9066.37,9071.51,8984.41,8984.41,0.03667305903828266
2016-08-31,TAIEX,9122.19,9130.76,9044.5,9068.85,0.009398502517138141
2016-09-30,TAIEX,9240.44,9240.65,9160.91,9166.85,0.01080622129597475
2016-10-31,TAIEX,9283.2,9314.34,9194.48,9290.12,0.013447367416288047
2016-11-30,TAIEX,9196.09,9240.71,9189.62,9240.71,-0.005318553474013443
2016-12-31,TAIEX,9186.3,9259.09,9186.3,9253.5,0.0013840927807495795
2017-01-31,TAIEX,9423.05,9468.34,9416.06,9447.95,0.021013670503053028
2017-02-28,TAIEX,9757.67,9784.39,9740.18,9750.47,0.03201964447313954
2017-03-31,TAIEX,9846.38,9869.65,9811.52,9811.52,0.006261236637823631
2017-04-30,TAIEX,9868.38,9897.04,9845.84,9872.0,0.006164182511985805
2017-05-31,TAIEX,10095.95,10116.13,10025.88,10040.72,0.017090761750405026
2017-06-30,TAIEX,10367.26,10395.07,10329.84,10395.07,0.03529129385143692
2017-07-31,TAIEX,10396.76,10427.33,10366.17,10427.33,0.0031033942051377217
2017-08-31,TAIEX,10586.65,10609.48,10551.95,10585.78,0.015195644522615126
2017-09-30,TAIEX,10362.55,10400.4,10362.55,10383.94,-0.01906708811254343
2017-10-31,TAIEX,10768.9,10829.33,10747.37,10793.8,0.039470567048730976
2017-11-30,TAIEX,10623.2,10650.18,10560.44,10560.44,-0.021619818784857858
2017-12-31,TAIEX,10590.95,10659.98,10590.95,10642.86,0.007804599050797112
2018-01-31,TAIEX,11054.36,11158.29,11007.89,11103.79,0.04330884743386654
2018-02-28,TAIEX,10896.16,10937.9,10815.47,10815.47,-0.02596590893739903
2018-03-31,TAIEX,10925.71,10947.16,10905.69,10919.49,0.009617705009583588
2018-04-30,TAIEX,10553.41,10660.61,10539.63,10657.88,-0.02395807862821442
2018-05-31,TAIEX,10856.03,10909.61,10853.65,10874.96,0.020368028163199492
2018-06-30,TAIEX,10667.64,10836.91,10667.64,10836.91,-0.003498863444095335
2018-07-31,TAIEX,10997.73,11057.51,10976.46,11057.51,0.02035635619378584
2018-08-31,TAIEX,11037.26,11063.94,10987.68,11063.94,0.0005815052394255726
2018-09-30,TAIEX,11050.09,11073.95,10966.96,11006.34,-0.00520610198536875
2018-10-31,TAIEX,9588.86,9802.13,9588.86,9802.13,-0.1094105760861468
2018-11-30,TAIEX,9899.24,9957.63,9888.03,9888.03,0.008763401423976358
2018-12-31,TAIEX,9649.97,9727.41,9630.77,9727.41,-0.01624388275521016
2019-01-31,TAIEX,9915.97,9959.03,9909.81,9932.26,0.02105904860594965
2019-02-28,TAIEX,10385.81,10403.05,10343.56,10389.17,0.046002621759800855
2019-03-31,TAIEX,10551.99,10641.04,10525.27,10641.04,0.024243515121997294
2019-04-30,TAIEX,10945.94,10978.1,10910.78,10967.73,0.030700946524023776
2019-05-31,TAIEX,10386.12,10515.1,10369.02,10498.49,-0.04278369361754897
2019-06-30,TAIEX,10786.66,10788.08,10719.08,10730.83,0.022130801667668454
2019-07-31,TAIEX,10824.15,10835.8,10754.07,10823.81,0.008664753798168334
2019-08-31,TAIEX,10504.28,10618.05,10504.28,10618.05,-0.01900994197052608
2019-09-30,TAIEX,10904.0,10921.17,10827.61,10829.68,0.019931154967249176
2019-10-31,TAIEX,11393.68,11428.42,11358.71,11358.71,0.048850012188725644
2019-11-30,TAIEX,11616.88,11623.59,11485.16,11489.57,0.011520674442784484
2019-12-31,TAIEX,12019.19,12047.75,11997.14,11997.14,0.04417658798371038
2020-01-31,TAIEX,11494.03,11594.21,11436.95,11495.1,-0.04184664011589423
2020-02-29,TAIEX,11436.96,11470.23,11274.52,11292.17,-0.017653608929021902
2020-03-31,TAIEX,9689.62,9789.81,9630.3,9708.06,-0.14028393125502014
2020-04-30,TAIEX,10826.26,11012.78,10826.26,10992.14,0.1322694750547484
2020-05-31,TAIEX,10921.16,10965.03,10861.9,10942.16,-0.004546885319874017
2020-06-30,TAIEX,11563.6,11638.0,11563.6,11621.24,0.06206087280756267
2020-07-31,TAIEX,12653.46,12733.48,12635.71,12664.8,0.0897976463785275
2020-08-31,TAIEX,12763.44,12831.38,12591.45,12591.45,-0.0057916429789651724
2020-09-30,TAIEX,12483.65,12568.68,12466.58,12515.61,-0.006023134746196868
2020-10-31,TAIEX,12651.35,12656.29,12546.34,12546.34,0.002455333779176616
2020-11-30,TAIEX,13917.65,13969.39,13722.89,13722.89,0.09377635230672854
2020-12-31,TAIEX,14704.53,14760.06,14646.33,14732.53,0.07357342367387631
2021-01-31,TAIEX,15544.36,15603.41,15138.31,15138.31,0.027543130745364186
2021-02-28,TAIEX,16190.04,16190.04,15953.8,15953.8,0.05386928924034451
2021-03-31,TAIEX,16529.23,16550.2,16427.2,16431.13,0.02991951760709055
2021-04-30,TAIEX,17646.93,17709.23,17548.3,17566.66,0.06910845450069458
2021-05-31,TAIEX,16948.47,17113.33,16939.91,17068.43,-0.02836224985284619
2021-06-30,TAIEX,17648.25,17797.27,17648.25,17755.46,0.04025150526439747
2021-07-31,TAIEX,17414.77,17429.01,17237.67,17247.41,-0.028613733465649438
2021-08-31,TAIEX,17384.61,17490.29,17207.57,17490.29,0.014082114358039854
2021-09-30,TAIEX,16886.57,16994.21,16767.2,16934.77,-0.03176162316348097
2021-10-31,TAIEX,17058.04,17073.97,16920.68,16987.41,0.003108397693030396
2021-11-30,TAIEX,17369.79,17535.23,17369.79,17427.76,0.025922138807505046
2021-12-31,TAIEX,18270.0,18291.25,18216.45,18218.84,0.04539194939567692
2022-01-31,TAIEX,17657.97,17776.42,17633.03,17674.4,-0.029883351519635615
2022-02-28,TAIEX,17617.36,17737.32,17554.97,17652.18,-0.0012571855338795457
2022-03-31,TAIEX,17754.1,17767.81,17682.53,17693.47,0.002339087863368672
2022-04-30,TAIEX,16599.84,16663.66,16521.94,16592.18,-0.06224273700975558
2022-05-31,TAIEX,16561.68,16807.77,16493.07,16807.77,0.012993470417992148
2022-06-30,TAIEX,15146.92,15147.77,14825.73,14825.73,-0.11792403156397313
2022-07-31,TAIEX,14950.18,15035.27,14929.49,15000.07,0.011759286052019036
2022-08-31,TAIEX,14912.12,15095.44,14874.33,15095.44,0.006357970329471829
2022-09-30,TAIEX,13409.65,13466.82,13274.72,13424.58,-0.11068640596100543
2022-10-31,TAIEX,12862.37,12977.61,12826.34,12949.75,-0.03537019407683517
2022-11-30,TAIEX,14678.23,14879.55,14678.23,14879.55,0.1490221818954034
2022-12-31,TAIEX,14183.52,14248.9,14137.69,14137.69,-0.049857690588760994
2023-01-31,TAIEX,15419.21,15441.98,15265.2,15265.2,0.07975206699255688
2023-02-28,TAIEX,15669.88,15717.96,15503.79,15503.79,0.015629667478971765
2023-03-31,TAIEX,15874.19,15951.8,15857.19,15868.06,0.023495545282798513
2023-04-30,TAIEX,15477.34,15580.63,15477.34,15579.18,-0.018205124003816464
2023-05-31,TAIEX,16593.53,16636.65,16491.9,16578.96,0.0641741092920165
2023-06-30,TAIEX,16870.27,16919.95,16792.34,16915.54,0.020301635325738365
2023-07-31,TAIEX,17341.04,17463.76,17081.48,17145.43,0.013590461788391073
2023-08-31,TAIEX,16707.35,16712.22,16630.67,16634.51,-0.029799194304254928
2023-09-30,TAIEX,16330.71,16411.28,16311.41,16353.74,-0.016878765890909864
2023-10-31,TAIEX,16176.58,16215.35,15975.91,16001.27,-0.02155286802896461
2023-11-30,TAIEX,17389.2,17433.85,17313.3,17433.85,0.0895291436242247
2023-12-31,TAIEX,17893.63,17945.7,17864.23,17930.81,0.02850546494319972
2024-01-31,TAIEX,17970.41,17996.33,17874.95,17889.56,-0.0023005095698409583
2024-02-29,TAIEX,18796.54,19019.69,18794.62,18966.77,0.06021444909768592
2024-03-31,TAIEX,20156.34,20335.92,20156.34,20294.45,0.07000032161511949
2024-04-30,TAIEX,20508.48,20559.97,20396.6,20396.6,0.0050333958298942605
2024-05-31,TAIEX,21400.83,21539.03,21174.22,21174.22,0.038124981614583
2024-06-30,TAIEX,22896.72,23142.4,22896.72,23032.25,0.08774963139138059
2024-07-31,TAIEX,22088.78,22315.31,22046.29,22199.35,-0.03616233759185494
2024-08-31,TAIEX,22230.07,22342.25,22230.07,22268.09,0.0030964870593057636
2024-09-30,TAIEX,22643.91,22691.23,22224.54,22224.54,-0.001955713309942597
2024-10-31,TAIEX,22985.13,23116.33,22801.45,22820.43,0.0268122534819617
2024-11-30,TAIEX,22202.28,22429.86,22055.38,22262.5,-0.024448706707104084
2024-12-31,TAIEX,23094.07,23123.96,22972.99,23035.1,0.0347040988208871
